scac,pol,pod,tsp,service_codes
COSU,CNTAO,BEANR,GRPIR;FRFOS,AEU3;AEM1
COSU,CNTAO,BEANR,CNSHA;BEZEE,AEU3;AEU1
COSU,CNTAO,BEANR,CNNGB;BEZEE,AEU3;AEU1
COSU,CNTAO,BEANR,,AEU3
COSU,CNTAO,BEANR,,AEU6
COSU,CNTAO,BEANR,FRFOS,
COSU,CNTAO,BEANR,FRFOS,AEM1
COSU,INMUN,USBAL,SGSIN;USNYC,PMX;AWE5
COSU,INMUN,USBAL,HKHKG,AIS;AWE3
COSU,INMUN,USBAL,LKCMB;USNYC,AGI;AWE5
COSU,INMUN,USBAL,SGSIN;USNYC,AGI;AWE5
COSU,INMUN,USBAL,SGSIN;USNYC,AS1;AWE5
MAEU,USSAV,ZACPT,BSFPO,;
MAEU,CNSHA,BRSSA,MAPTM,;
MSCU,INNSA,COBUN,NLRTM,;
MSCU,IDBLW,USLGB,MYTPP;VNVUT,;;SENTOSA
MSCU,BRRIO,USMOB,,
MSCU,BEANR,YEADE,SAKAC,;
COSU,VNSGN,AUBNE,MYPKG,HPX2;ASAL
COSU,VNSGN,AUBNE,SGSIN,VTS;ASAL
COSU,VNSGN,AUBNE,SGSIN,VTS;AAA1
COSU,VNSGN,AUBNE,SGSIN,IHX;ASAL
COSU,VNSGN,AUBNE,SGSIN,;ASAL
COSU,VNSGN,AUBNE,SGSIN,IHX;AAA1
COSU,VNSGN,AUBNE,SGSIN,;AAA1
COSU,VNSGN,AUBNE,HKHKG,CV1;A3S
COSU,VNSGN,AUBNE,HKHKG,CV3;A3S
COSU,VNSGN,AUBNE,,CAP
COSU,INMAA,SGSIN,,FCE
COSU,INMAA,SGSIN,,FCS
COSU,CNTAO,BRIOA,,ESA2
COSU,INMUN,USLGB,HKHKG,AIS;SEA
MAEU,VNSGN,FIHEL,MYTPP;DEBRV,;;
MAEU,CNSHA,ESALG,MYTPP,;
MSCU,INTUT,GBLGP,LKCMB,;
MSCU,INTUT,GBLGP,LKCMB;BEANR,;;
MSCU,IDSUB,USBOS,SGSIN;MYTPP;PTSIE,;;LION SERVICE;
MSCU,BRSSZ,ZADUR,ESLPA,;
MSCU,BRNVT,ESVLC,,
COSU,DEHAM,JOAQB,SAJED,IEX;RES2
COSU,DEHAM,JOAQB,SAJED,IEX;
COSU,DEHAM,JOAQB,SAJED,;RES2
COSU,DEHAM,JOAQB,SAJED,;
COSU,INMAA,USCHS,LKCMB;USSAV,IEX;AWE5
COSU,INMAA,USCHS,LKCMB,IEX;AWE5
COSU,INMAA,USCHS,CNSHA;USSAV,FCE;AWE1
COSU,INMAA,USCHS,CNSHA,FCE;AWE1
COSU,CNTAO,ITTRS,CNNGB;SIKOP,CII;
COSU,CNTAO,ITTRS,CNNGB,CII;
COSU,CNTAO,ITTRS,GRPIR;SIKOP,AEU3;AGT
COSU,CNTAO,ITTRS,GRPIR;ITGOA,AEU3;AEM1
COSU,CNTAO,ITTRS,CNNGB;SIKOP,AEU3;
COSU,CNTAO,ITTRS,CNNGB,AEU3;
COSU,CNTAO,ITTRS,ITGOA,
COSU,CNTAO,ITTRS,ITGOA,AEM1
COSU,CNTAO,ITTRS,GRPIR;SIKOP,AEM1;AGT
COSU,CNTAO,ITTRS,CNNGB;SIKOP,AEM1;
COSU,CNTAO,ITTRS,CNNGB,AEM1;
COSU,INNSA,DZALG,GRPIR,MINA;
MAEU,VNSGN,PECLL,CNNGB,;;
MAEU,VNSGN,PECLL,CNNGB,;;AC3
MAEU,CNTXG,NOLAR,DEBRV,;
MSCU,BEANR,MXATM,,
MSCU,INNML,ITTRS,LKCMB;ITGIT,;;
MSCU,CLVAP,USSAV,PACTB,;
MSCU,BRNVT,USHOU,,
COSU,ESVLC,USNYC,,MENA
COSU,INNSA,TRMER,GRPIR,MINA;NET2
COSU,CNTAO,ROCND,CNNGB,CII;
COSU,CNTAO,ROCND,CNNGB,AEU3;
COSU,CNTAO,ROCND,CNNGB,AEM1;
COSU,INNSA,GTPRQ,CNSHA,AS1;WSA2
COSU,INNSA,GTPRQ,CNSHA,CIX3;WSA2
COSU,INNSA,GTPRQ,CNSHA,CI1;WSA2
MAEU,ZACPT,AEJEA,,
MAEU,CNXMN,LTKLJ,MYTPP;PLGDN,;;
MSCU,CNTAO,SIKOP,KRPUS,;
MSCU,INNSA,SVAQJ,PTSIE;PAROD,;;
MSCU,BRRIG,USOAK,PACTB;PAROD,;;
COSU,FIHEL,INNSA,DEHAM,;
COSU,FIHEL,INNSA,DEBRV,;
COSU,CNTAO,THLCH,,CT2
COSU,CNTAO,THLCH,,NCT
COSU,INNSA,USCHS,CNTAO;USSAV,AIS;AWE1
COSU,INNSA,USCHS,CNTAO,AIS;AWE1
COSU,INNSA,USCHS,CNTAO;USSAV,AIS;AWE2
COSU,INNSA,USCHS,SGSIN;USSAV,AS1;AWE5
COSU,INNSA,USCHS,SGSIN;USSAV,CIX3;AWE5
COSU,INNSA,USCHS,SGSIN,CIX3;AWE5
COSU,INNSA,USCHS,CNSHA;USSAV,CIX3;AWE2
COSU,INNSA,USCHS,SGSIN;USSAV,CI1;AWE5
COSU,INNSA,USCHS,SGSIN,CI1;AWE5
COSU,INNSA,USCHS,CNSHA;USSAV,CI1;AWE2
COSU,INNSA,USCHS,USSAV,IPE
COSU,INNSA,USCHS,,IPE
MAEU,CNTXG,SVAQJ,KRPUS;MXLZC,;;
MAEU,CNYTN,PTSIE,,
MSCU,CNSHA,COBUN,,
MSCU,KHKOS,CLIQQ,SGSIN;KRPUS,;IPANEMA SERVICE;
MSCU,CNDLC,INNSA,CNNGB,;
MSCU,BRSSZ,BEANR,,
COSU,TRALI,MTDIS,GRPIR,TBX1;MINA
COSU,TRALI,MTDIS,GRPIR,PNX;MINA
COSU,ITAOI,USNYC,GRPIR,AGT;EMA
COSU,CNTAO,ZACPT,,WAX4
COSU,INNSA,USHOU,HKHKG;USLGB,AIS;SEA
COSU,INNSA,USHOU,CNTAO;USLGB,AIS;CEN
COSU,INNSA,USHOU,SGSIN,CIX3;GME2
COSU,INNSA,USHOU,CNTAO;USLGB,AS1;CEN
COSU,INNSA,USHOU,SGSIN,AS1;GME2
COSU,INNSA,USHOU,CNSHA,AS1;GME
COSU,INNSA,USHOU,CNSHA,CIX3;GME
COSU,INNSA,USHOU,HKHKG;USLGB,CI1;SEA
COSU,INNSA,USHOU,SGSIN,CI1;GME2
COSU,INNSA,USHOU,CNSHA,CI1;GME
COSU,INNSA,USHOU,VN7BR;USLGB,CI1;AAC
MAEU,CNYTN,SVAQJ,MXLZC,;
MAEU,CNYTN,SVAQJ,JPYOK;MXLZC,;;
MAEU,CNYTN,SVAQJ,KRPUS;MXLZC,;;
MAEU,DEHAM,NZTRG,PAMIT;PABLB,;;
MAEU,DEHAM,NZTRG,PABLB,;
MSCU,ITGOA,USNYC,,
MSCU,KHPNH,USLGB,VNVUT,;SENTOSA
MSCU,CNDLC,USHOU,KRPUS,;LONE STAR EXPRESS
MSCU,BRSSZ,USLAX,PACTB;PAROD,;;
COSU,ITGOA,KRPUS,,
COSU,CNTXG,USMIA,KRPUS,;AWE7
COSU,INTUT,CAVAN,LKCMB;CNSHA,SF15;AEU5;CPNW
COSU,INTUT,CAVAN,LKCMB;CNSHA,SF15;AEU5;MPNW
MAEU,CNYTN,USLAX,,
MAEU,DKAAR,BRSSA,MAPTM,;
MSCU,INMUN,USCHS,,
MSCU,NLRTM,CAMTR,BEANR,;
MSCU,CAMTR,KRPUS,ESBCN,CANADA EXPRESS 2;
COSU,CNSHA,BRSSZ,,ESA2
COSU,CNSHA,BRSSZ,,ESA
COSU,JOAQB,OMSOH,AEJEA,MINA;MEX4
COSU,CNTXG,USORF,CNSHA,AEU3;AWE2
COSU,CNTXG,USORF,KRPUS,;AWE7
COSU,CNTXG,USORF,KRPUS,;AWE2
COSU,CNTXG,USORF,CNTAO,CEN;AWE2
COSU,CNTXG,USORF,USLGB,CEN
COSU,ITGOA,AUBNE,SGSIN,AEM1;ASAL
COSU,ITGOA,AUBNE,SGSIN,AEM1;AAA1
COSU,ITGOA,AUBNE,MYPKG,;ASAL
MAEU,NZNSN,AUBNE,AUMEL,;
MAEU,NZNSN,AUBNE,NZTRG;AUMEL,;;
MAEU,ESALG,TZDAR,OMSLL,;
MSCU,BDCGP,DEBRV,MYTPP,;
MSCU,NLRTM,JPUKB,SGSIN;KRPUS,;IPANEMA SERVICE;
MSCU,CAMTR,PECLL,BSFPO;PAROD,;LONE STAR EXPRESS;ANDES EXPRESS SERVICE
COSU,INMUN,ITGOA,,MINA
COSU,JPNGO,ILASH,SGSIN;GRPIR,JSM;AEM1;LGX1
COSU,JPNGO,ILASH,CNSHA;GRPIR,SNG7;AEU3;LGX1
COSU,JPNGO,ILASH,CNSHA;GRPIR,SNG7;AEM1;LGX1
COSU,JPNGO,ILASH,CNSHA;GRPIR,;AEM1;LGX1
COSU,JPNGO,ILASH,CNSHA;GRPIR,;AEU3;LGX1
COSU,JPNGO,ILASH,CNSHA;GRPIR,SNG5;AEU3;LGX1
COSU,JPNGO,ILASH,CNSHA;GRPIR,SNG5;AEM1;LGX1
COSU,CNWHI,NZAKL,,JKN
COSU,CNWHI,NZAKL,CNSHA,;JKN
COSU,CNWHI,NZAKL,CNSHA,;
COSU,CNWHI,NZAKL,,
COSU,CNWHI,NZAKL,HKHKG,AEM1;JKN
COSU,ITGOA,AUFRE,SGSIN,AEM1;ASAX
COSU,ITGOA,AUFRE,SGSIN,AEM1;AAA2
COSU,ITGOA,AUFRE,MYPKG,;AAA2
MAEU,TRAMR,CLVAP,PAMIT,;
MAEU,ESALG,USSAV,,
MSCU,INMUN,BEANR,,
MSCU,PHDVO,CAVAN,SGSIN;CNYTN,;;CHINOOK
MSCU,PHDVO,CAVAN,CNSHA,;
MSCU,CNNGB,BGVAR,TRTEK,;
MSCU,CAMTR,SAKAC,MTMAR,CANADA EXPRESS 1;
COSU,CNNSA,ITSPE,HKHKG,;AEM1
COSU,CNNSA,ITSPE,GRPIR,;AEM1
COSU,JPOSA,AUSYD,,A3N
COSU,CNXMN,KRINC,,NCT
COSU,CNXMN,KRINC,KRPUS,
COSU,ITNAP,CNSHA,GRPIR,PNX;AEM1
COSU,ITNAP,CNSHA,GRPIR,PNX;
MAEU,TWTXG,FIHEL,MYTPP;DEBRV,;;
MAEU,ESBCN,BDCGP,EGPSE;SAJED;LKCMB,AE11;;;
MSCU,NLRTM,ZADUR,,
MSCU,SADMM,BEANR,INMUN,;
MSCU,CNNGB,ESALG,,
MSCU,CLCNL,USORF,PACTB,;
COSU,CNSHA,GBFXT,,AEU5
COSU,CNSHA,GBFXT,GBSOU,AEU6
COSU,CNSHA,GBFXT,,AEU1
COSU,KRINC,ALDRZ,CNNGB;GRPIR,;AEU3;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,;AEM1;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,;;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,AEU2;AEU3;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,AEU2;;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,AEU2;AEM1;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,AK49;AEU3;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,AK49;AEM1;AIG
COSU,KRINC,ALDRZ,CNNGB;GRPIR,AK49;;AIG
COSU,KRINC,ALDRZ,CNSHA;GRPIR,;AEM1;AIG
COSU,CNYTN,BEANR,,AEU6
COSU,CNYTN,BEANR,FRFOS,AEM1
COSU,CNYTN,BEANR,BEZEE,AEU1
COSU,CNYTN,BEANR,,
COSU,CNYTN,BEANR,GRPIR;FRFOS,;AEM1
COSU,CNYTN,BEANR,BEZEE,
COSU,ITSAL,ILHFA,,MFS
MAEU,BRRIG,BEANR,,
MAEU,ESVLC,INMUN,,
MSCU,TRALI,DEHAM,,
MSCU,TRDRC,USSAV,,
MSCU,CNNSA,BRPNG,MYTPP;PTSIE,;LION SERVICE;
MSCU,CNNSA,BRPNG,SGSIN,;IPANEMA SERVICE
MSCU,CNNSA,BRPNG,ESVLC,;
COSU,CNXMN,AUMEL,,A3S
COSU,CNXMN,AUMEL,,A3C
COSU,LKCMB,AUBNE,MYPKG,AGI;ASAL
COSU,LKCMB,AUBNE,SGSIN,AGI;ASAL
COSU,LKCMB,AUBNE,SGSIN,AGI;AAA1
COSU,LKCMB,AUBNE,SGSIN,CPX;AAA1
COSU,LKCMB,AUBNE,SGSIN,CI1;AAA1
COSU,LKCMB,AUBNE,SGSIN,CPX;ASAL
COSU,LKCMB,AUBNE,SGSIN,CI1;ASAL
COSU,LKCMB,AUBNE,MYPKG,CPX;ASAL
COSU,CNYTN,USHOU,USLGB,SEA
COSU,CNYTN,USHOU,,GME
COSU,CNYTN,USHOU,USLAX,SEA2
COSU,CNYTN,USHOU,USLAX,AAS3
COSU,ITTRS,CNSHA,,
COSU,ITTRS,CNSHA,,AEM1
COSU,ITTRS,CNSHA,GRPIR,AGT;AEM1
COSU,ITTRS,CNSHA,GRPIR,AGT;
MAEU,CNNGB,TRAMR,,
MAEU,GBGRG,MYPKG,NLRTM;MYTPP,;;
MAEU,GBGRG,MYPKG,NLRTM;SGSIN,;;
MSCU,THLCH,NZAKL,,
MSCU,AEJEA,DEHAM,INMUN,;
MSCU,CNNSA,GBLIV,MYTPP;PTSIE,;LION SERVICE;
ONEY,DEHAM,PHSFS,SGSIN,FE4;PHX
ONEY,DEHAM,PHSFS,SGSIN,;PHX
ONEY,DEHAM,PHSFS,SGSIN,FE3;PHX
COSU,BEANR,BRSSZ,,ESE
COSU,LKCMB,CNHUA,HKHKG,CI1;
COSU,LKCMB,CNHUA,HKHKG,CPX;
COSU,LKCMB,CNHUA,HKHKG,CIX3;
COSU,ITVCE,TWKEL,GRPIR;CNSHA,AGT;AEM1;CTW2
COSU,ITVCE,TWKEL,GRPIR;CNSHA,AGT;;CTW2
MAEU,CNXMN,HRRJK,SGSIN,AE11;
MAEU,HKHKG,PLGDN,MYTPP,;
MSCU,TRALI,SEGOT,BEANR,;
MSCU,BHKBS,USNYC,AEAUH,;
MSCU,CNSHA,ITCTA,ITGIT,;
COSU,CNYTN,HRRJK,GRPIR,AEM1;AGT
COSU,CNYTN,HRRJK,GRPIR,AEM1;PRS
COSU,CNYTN,HRRJK,GRPIR;SIKOP,AEM1;AGT
COSU,CNYTN,HRRJK,GRPIR,;AGT
COSU,CNYTN,HRRJK,GRPIR,;PRS
COSU,CNYTN,HRRJK,GRPIR;SIKOP,;AGT
COSU,MYPGU,INNSA,SGSIN,MTS;AS1
COSU,MYPGU,INNSA,SGSIN,VJS;AS1
COSU,MYPGU,INNSA,SGSIN,MTS;CI1
COSU,MYPGU,INNSA,SGSIN,VJS;CI1
COSU,MYPGU,INNSA,MYPKG,VJS;CI1
COSU,COBUN,PECLL,,WSA
COSU,COBUN,PECLL,,EWX
COSU,COBUN,PECLL,,WSX
COSU,COBUN,PECLL,,WSA4
MAEU,DEBRV,SAJED,,
MAEU,DEBRV,SAJED,MAPTM,;
MAEU,INPPV,AUBNE,SGSIN,;
MSCU,THLCH,AUSYD,,
MSCU,BRNVT,NLRTM,,
MSCU,CNSHA,NOAES,DEBRV,;
MSCU,CNDLC,CRCAL,KRPUS;PAROD,;ANDES EXPRESS SERVICE;
COSU,DEWVN,CNSHA,,AEU2
COSU,DEWVN,CNSHA,,AEU1
COSU,DEWVN,CNSHA,,AEU3
COSU,PECLL,GBLGP,,EWX
COSU,PECLL,GBLGP,NLRTM;GBFXT,EWX;
COSU,COCTG,BRSSZ,,BZX
COSU,JOAQB,AEJEA,,MINA
MAEU,GBFXT,INNSA,OMSLL,;
MAEU,GBFXT,INNSA,SAJED,;BLUE NILE EXPRESS
MAEU,ITNAP,AUFRE,MAPTM;SGSIN,;;
MSCU,CNYTN,FIHEL,BEANR,LION SERVICE;
MSCU,CNYTN,FIHEL,BEANR,;
MSCU,CNSHK,AUMEL,SGSIN,;CAPRICORN SERVICE
MSCU,CNDLC,ESGIJ,CNNGB;PTSIE,;LION SERVICE;
COSU,IDSRG,ALDRZ,SGSIN;GRPIR,SRX1;AEU3;AIG
COSU,IDSRG,ALDRZ,SGSIN;GRPIR,SRX1;AEM1;AIG
COSU,IDSRG,ALDRZ,SGSIN;GRPIR,SRX2;AEU3;AIG
COSU,IDSRG,ALDRZ,SGSIN;GRPIR,SRX2;AEM1;AIG
COSU,IDSRG,ALDRZ,SGSIN;GRPIR,ITS;AEU3;AIG
COSU,IDSRG,ALDRZ,SGSIN;GRPIR,ITS;AEM1;AIG
COSU,PLGDN,JPTYO,CNSHA,AEU1;SKT5
COSU,PLGDN,JPTYO,CNSHA,AEU1;SKT6
COSU,PLGDN,JPTYO,CNSHA,AEU1;SKT7
COSU,PLGDN,JPTYO,CNSHA,AEU1;SKT2
COSU,PLGDN,JPTYO,DEHAM;CNSHA,PLX1;AEU3;SKT5
COSU,PLGDN,JPTYO,DEHAM;CNSHA,PLX1;AEU3;SKT6
COSU,PLGDN,JPTYO,DEHAM;CNSHA,PLX1;;SKT6
COSU,PLGDN,JPTYO,DEHAM;CNSHA,PLX1;AEU5;SKT6
COSU,DEBRV,USSAV,,TAE
MAEU,KEMBA,QADOH,OMSLL;AEJEA,;;
MAEU,KEMBA,QADOH,OMSLL,;
MAEU,JOAQB,GBSOU,SAJED;MAPTM;NLRTM,;;;
MSCU,DEBRV,USSEA,PTSIE,;
MSCU,CNDLC,USMIA,KRPUS,;LONE STAR EXPRESS
MSCU,CNTAO,DOCAU,KRPUS,;SANTANA SERVICE
MSCU,CNDLC,ILASH,,
COSU,INMUN,USNYC,SGSIN,PMX;AWE5
COSU,INMUN,USNYC,,AWES
COSU,INMUN,USNYC,CNTAO,AIS;AWE2
COSU,INMUN,USNYC,CNTAO,AIS;AWE1
COSU,INMUN,USNYC,LKCMB,AGI;AWE5
COSU,INMUN,USNYC,SGSIN,AGI;AWE5
COSU,INMUN,USNYC,,IPE
COSU,INMUN,USNYC,SGSIN,AS1;AWE5
COSU,INMUN,USNYC,CNTAO,AS1;AWE2
COSU,INMUN,USNYC,CNTAO,AS1;AWE1
COSU,DEHAM,GRPIR,,
COSU,DEHAM,GRPIR,,NET2
COSU,JOAQB,QAHMD,,MINA
MAEU,MYPKG,MXZLO,CNTAO,;
MAEU,JPUKB,NLRTM,CNSHA,;
MSCU,PTSIE,CAMTR,,CANADA EXPRESS 1
MSCU,CNSHA,EGALY,GRPIR,;
MSCU,CNTAO,LTKLJ,,
MSCU,CNDLC,ROCND,CNNGB;TRTEK,;;
COSU,INNSA,ESVLC,,MINA
COSU,PTLEI,MOMFM,HKHKG,
COSU,PTLEI,MOMFM,HKHKG,AEM1
COSU,PTLEI,MOMFM,NLRTM;HKHKG,IFS;
COSU,DEHAM,KWSAA,AEJEA;KWKWI,;KAX
COSU,DEHAM,KWSAA,AEJEA,
COSU,DEHAM,KWSAA,AEKHL;KWKWI,;KAX
COSU,JPNGO,DOCAU,CNSHA,SNG7;CAX1
COSU,JPNGO,DOCAU,CNSHA,;CAX1
COSU,JPNGO,DOCAU,CNSHA,SNG5;CAX1
MAEU,NLRTM,ZAPLZ,,
MAEU,NLRTM,ZAPLZ,ESALG,;
MAEU,JPYOK,MXLZC,,
MSCU,CNTAO,MXLZC,KRPUS,;
MSCU,CNTAO,FIHEL,BEANR,;
MSCU,CNTAO,NOBGO,DEBRV,;
COSU,TWKHH,USLGB,,SEA
COSU,TWKHH,USLGB,USLAX,AAS4
COSU,SGSIN,AEJEA,,AGI
COSU,SGSIN,AEJEA,,MEX4
COSU,SGSIN,AEJEA,,MEX
COSU,DKCPH,CNTAO,DEHAM,;AEU3
COSU,DKCPH,CNTAO,DEHAM,;AEU5
COSU,JPTYO,AUFRE,SGSIN,KTX6;AAA2
COSU,JPTYO,AUFRE,SGSIN,JSM;AAA2
COSU,JPTYO,AUFRE,SGSIN,KTX3;AAA2
MAEU,PHBTG,NLRTM,CNSHA,;;
MAEU,KRPUS,ESBIO,ESBCN,AE11;
MSCU,CNTXG,AUBNE,SGSIN,;
MSCU,CNTXG,AUBNE,CNTAO,;
MSCU,CNTAO,ILHFA,KRPUS,;
MSCU,CNTAO,NZPOE,SGSIN,;
COSU,CLSAI,GBLGP,,EWX
COSU,CLSAI,GBLGP,NLRTM;GBFXT,EWX;
COSU,SGSIN,SAJED,,
COSU,SGSIN,SAJED,,RES2
MAEU,PECLL,NLRTM,PABLB;PAMIT,;;
MAEU,PECLL,NLRTM,PABLB,;
MSCU,KRPUS,USCHS,,
MSCU,KRPUS,USCHS,SGSIN,;
MSCU,CNXMN,COBUN,,ANDES EXPRESS SERVICE
MSCU,CNTXG,BRNVT,SGSIN,;IPANEMA SERVICE
MSCU,CNTXG,BRNVT,CNNGB;PTSIE,;LION SERVICE;
MSCU,CNTXG,BRNVT,CNNGB;ESVLC,;;
COSU,CNNGB,DEHAM,,
COSU,CNNGB,DEHAM,,AEU3
COSU,CNNGB,DEHAM,,AEU5
COSU,CNNGB,DEHAM,PLGDN,AEU1;RFS
COSU,CNNGB,DEHAM,,AEU2
COSU,SIKOP,BDCGP,MYPKG,;YCX
COSU,SIKOP,BDCGP,MYPKG,;
COSU,SIKOP,BDCGP,GRPIR;SGSIN,AGT;AEM1;CGX6
COSU,SIKOP,BDCGP,GRPIR;MYPKG,AGT;;
COSU,ESVLC,PHMNN,SGSIN,;NP1
COSU,ESVLC,PHMNN,SGSIN,AEM1;NP1
COSU,JPYOK,AUBNE,,A3N
COSU,JPYOK,AUBNE,CNSHA,SKT5;
COSU,JPYOK,AUBNE,CNSHA,SKT6;
MAEU,AUMEL,NZLYT,NZTRG,;
MAEU,PHBTG,USLAX,CNSHA,;;
MSCU,PKBQM,DEHAM,INMUN,;
MSCU,DEHAM,TRIZM,BEANR,;
MSCU,CNTXG,IEORK,CNNGB;BEANR,;;
MSCU,CNTXG,IEORK,CNNGB;BEANR,;LION SERVICE;
MSCU,CNLYG,ILASH,KRPUS,;
COSU,INNSA,CAVAN,HKHKG,AIS;CPNW
COSU,INNSA,CAVAN,HKHKG,AIS;OPNW
COSU,INNSA,CAVAN,CNSHA,AS1;MPNW
COSU,INNSA,CAVAN,CNSHA,CIX3;MPNW
COSU,INNSA,CAVAN,CNSHA,CI1;MPNW
COSU,INNSA,CAVAN,HKHKG,CI1;CPNW
COSU,INNSA,CAVAN,HKHKG,CI1;OPNW
COSU,THLCH,GRSKG,SGSIN;GRPIR,AGI;AEM1;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,AGI;AEU3;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,AAA1;AEU3;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,AAA1;AEM1;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,MTS;AEU3;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,MTS;AEM1;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,VTS;AEU3;AGT
COSU,THLCH,GRSKG,SGSIN;GRPIR,VTS;AEM1;AGT
COSU,ESVLC,USSAV,,MENA
COSU,KRPUS,ALDRZ,CNNGB;GRPIR,AEU2;AEU3;AIG
COSU,KRPUS,ALDRZ,CNNGB;GRPIR,AEU2;;AIG
COSU,KRPUS,ALDRZ,CNNGB;GRPIR,AEU2;AEM1;AIG
COSU,KRPUS,ALDRZ,CNSHA;GRPIR,;AEM1;AIG
MAEU,CNSHK,ROCND,EGPSE,;
MAEU,PHMNL,MXZLO,CNTAO,;
MSCU,SGSIN,CLIQQ,KRPUS,IPANEMA SERVICE;
MSCU,ESBIO,INENR,BEANR;LKCMB,;;
MSCU,CNTXG,NOBVK,CNNGB;BEANR,;;
MSCU,CNTXG,NOBVK,CNNGB;BEANR,;LION SERVICE;
MSCU,CNNGB,CLVAP,,
COSU,SIKOP,CNTXG,CNSHA,;AEU3
COSU,SIKOP,CNTXG,MYPKG,;PA1
COSU,SIKOP,CNTXG,GRPIR,AGT;
COSU,SIKOP,CNTXG,GRPIR;SGSIN,AGT;AEM1;CSE
COSU,SIKOP,CNTXG,GRPIR;SGSIN,AGT;AEM1;PA1
COSU,SIKOP,CNTXG,GRPIR;CNSHA,AGT;AEM1;AEU3
COSU,SIKOP,CNTXG,GRPIR;CNSHA,AGT;;AEU3
COSU,THLCH,INKAT,,TCX
COSU,FRFOS,AUBNE,SGSIN,AEM1;ASAL
COSU,FRFOS,AUBNE,SGSIN,AEM1;AAA1
COSU,FRFOS,AUBNE,MYPKG,;ASAL
COSU,KRPUS,HNPCR,JMKIN,CAX1;GCX
MAEU,CNWHI,GBFXT,CNSHA,;
MAEU,PLGDN,ZADUR,DEBRV,;
MSCU,DEHAM,AUMEL,AEAUH;SGSIN,;;CAPRICORN SERVICE
MSCU,DEHAM,AUMEL,,
MSCU,GBLGP,BRSSZ,,
COSU,DEHAM,SGSIN,,
COSU,DEHAM,SGSIN,,AEU1
COSU,TRALI,QAHMD,,
COSU,TRALI,QAHMD,GRPIR,PNX;
COSU,TRALI,QAHMD,GRPIR,PNX;MINA
COSU,FRFOS,CNSHA,,AEM1
COSU,FRFOS,CNSHA,,
COSU,KRPUS,LKCMB,,CIX3
MAEU,INPPV,AUMEL,SGSIN,;
MAEU,SIKOP,AEAUH,SAJED,;
MSCU,IDJKT,USLAX,KRPUS,;
MSCU,IDSRG,CAMTR,SGSIN;ESVLC,;;CANADA EXPRESS 2
COSU,CAVAN,VNHPH,HKHKG,CPNW;JCV
COSU,CAVAN,VNHPH,HKHKG,OPNW;JCV
COSU,USCHS,CNSHA,,AWE1
COSU,USCHS,CNSHA,,AWE7
COSU,USCHS,CNSHA,,AWE4
COSU,GRPIR,AUMEL,SGSIN,AEM1;AAA1
COSU,GRPIR,AUMEL,SGSIN,AEM1;AAA2
COSU,GRPIR,AUMEL,CNNGB,AEM1;A3C
COSU,GRPIR,AUMEL,CNSHA,AEM1;A3N
COSU,GRPIR,AUMEL,CNSHA,AEM1;A3C
COSU,GRPIR,AUMEL,MYPKG,;AAA2
COSU,GRPIR,AUMEL,CNSHA,;A3C
COSU,GRPIR,AUMEL,CNNGB,;A3C
COSU,GRPIR,AUMEL,CNSHA,;A3N
COSU,LKCMB,AUSYD,MYPKG,AGI;AAA2
COSU,LKCMB,AUSYD,SGSIN,AGI;ASAL
COSU,LKCMB,AUSYD,MYPKG,AGI;ASAL
COSU,LKCMB,AUSYD,SGSIN,AGI;AAA1
COSU,LKCMB,AUSYD,SGSIN,AGI;AAA2
COSU,LKCMB,AUSYD,MYPKG,CPX;AAA2
COSU,LKCMB,AUSYD,SGSIN,CPX;AAA1
COSU,LKCMB,AUSYD,SGSIN,CPX;ASAL
COSU,LKCMB,AUSYD,MYPKG,CPX;ASAL
COSU,LKCMB,AUSYD,SGSIN,CPX;AAA2
COSU,LKCMB,AUSYD,SGSIN,CI1;AAA2
COSU,LKCMB,AUSYD,SGSIN,CI1;AAA1
COSU,LKCMB,AUSYD,SGSIN,CI1;ASAL
MAEU,KEMBA,BEANR,OMSLL;GBLGP,;;
MAEU,THLCH,SIKOP,SGSIN,;
MSCU,MYPEN,USCHS,SGSIN,;
MSCU,JPYOK,GBFXT,MYTPP,;
COSU,CNDLC,CAPRR,CNSHA,AEU3;CPNW
COSU,CNDLC,CAPRR,CNTAO,AEU3;CEN
COSU,CNDLC,CAPRR,CNTAO,CSE;CEN
COSU,USHOU,ILASH,ITGOA;GRPIR,;AEM1;LGX1
COSU,USHOU,ILASH,BEANR;GRPIR,EAG;NET2;LGX1
COSU,GRPIR,ILASH,,LGX1
COSU,LVRIX,CNNSA,NLRTM,RFS3;
