CARRIER,ORIGIN,DESTINATION,TS1,LEG0
ZIMU,CNZSN,ILHFA,CNDCB,;ZMP
OOLU,DEHAM,TWKEL,DEWVN;CNYTN;HKHKG;TWKHH,;LL1;;PVCS;
OOLU,DEHAM,TWKEL,DEWVN;CNYTN;HKHKG;TWKHH,;LL1;;PNW1;
OOLU,DEHAM,TWKEL,TWKHH,;LL6;
OOLU,DEHAM,TWKEL,TWKHH,;LL6;;
OOLU,DEHAM,TWKEL,TWTPE,;LL6;
OOLU,DEHAM,TWKEL,MYPKG;TWKHH,;LL4;CPX;
OOLU,DEHAM,TWKEL,KRPUS;TWKHH,;LL4;PNW1;
OOLU,DEHAM,TWKEL,MYPKG;HKHKG;TWKHH,;LL4;CIX3;PVCS;
OOLU,DEHAM,TWKEL,HKHKG,;LL3;CNS;
OOLU,DEHAM,TWKEL,HKHKG;TWKHH,;LL3;PVCS;
OOLU,DEHAM,TWKEL,HKHKG;TWKHH,;LL3;PNW1;
COSU,CNFOC,MXZLO,CNNGB,CF21;WSA
COSU,CNFOC,MXZLO,CNNGB,CF21;WSA2
COSU,CNFOC,MXZLO,HKHKG,ZAX2;WSA2
COSU,CNFOC,MXZLO,CNNGB,CF21;CAX1
COSU,CNFOC,MXZLO,HKHKG,ZAX2;WSA
COSU,CNXMN,USOAK,,AAC
MAEU,CNTAO,USEWR,KRPUS,;
MSCU,INNSA,SEGOT,BEANR,;
COSU,CNYPG,DEHAM,CNYTN,;AEU5
COSU,CNYPG,DEHAM,CNYTN,;
COSU,CNYPG,DEHAM,CNNSA,;
COSU,CNYPG,DEHAM,HKHKG,;
COSU,CNYPG,DEHAM,HKHKG,CVX1;
COSU,CNYPG,DEHAM,CNYTN,;AEU2
COSU,CNYPG,DEHAM,HKHKG,CYH;
MAEU,CNXMN,COBUN,KRPUS,;AC3
MSCU,USSAV,BEANR,,
COSU,CNYTN,BRRIO,,ESA
MAEU,CNXMN,ESBCN,,AE11
MSCU,CNYTN,FRFOS,,
COSU,CNNKG,ALDRZ,CNSHA;GRPIR,CB22;AEU3;AIG
COSU,CNNKG,ALDRZ,CNNGB;GRPIR,;AEU3;AIG
COSU,CNNKG,ALDRZ,GRPIR,AEM1;AIG
COSU,CNNKG,ALDRZ,CNSHA;GRPIR,CB22;AEM1;AIG
COSU,CNNKG,ALDRZ,GRPIR,AEU3;AIG
COSU,CNNKG,ALDRZ,GRPIR,;AIG
COSU,CNYTN,BRSSZ,,ESA
MSCU,CNNGB,USLAX,,
COSU,CNNSA,ITNAP,GRPIR,;PNX
COSU,CNNSA,ITNAP,GRPIR;ITSAL,;NET2
COSU,CNYTN,PAONX,,AWE4
MAEU,DEHAM,KWSWK,AEJEA,;
MSCU,PKBQM,GBFXT,,
MSCU,PKBQM,GBFXT,INMUN,;
ZIMU,ILHFA,BEANR,,ZMI
COSU,CNSHA,NZWLG,,
COSU,CNSHA,NZWLG,NZAKL,JKN;NZS
COSU,CNYTN,SIKOP,GRPIR,;AGT
COSU,CNYTN,SIKOP,GRPIR,AEM1;AGT
MAEU,DKAAR,JPYOK,CNSHA,;
MSCU,VNHPH,USLGB,,
COSU,CNSHK,PKKHI,CNSHK,NCT;PMX
COSU,CNSHK,PKKHI,CNSHK,NCT;CPX
COSU,CNSHK,PKKHI,,AIS
COSU,CNSHK,PKKHI,CNSHK,NCT;AS1
COSU,CNSHK,PKKHI,CNSHK,NCT;CI1
COSU,CNSHK,PKKHI,,PMX
COSU,CNSHK,PKKHI,,AS1
COSU,CNSHK,PKKHI,,CPX
COSU,CNSHK,PKKHI,CNNSA,;CI1
COSU,CNSHK,PKKHI,,CI1
COSU,CNYTN,USORF,,AWE5
COSU,CNYTN,USORF,,AWE3
COSU,CNYTN,USORF,,AWE7
MSCU,CNNGB,ESBIO,PTSIE,LION SERVICE;
COSU,CNTAO,NZAKL,SGSIN,AEU3;NZS
COSU,CNTAO,NZAKL,SGSIN,MEX;NZS
COSU,CNTAO,NZAKL,HKHKG,NCT;JKN
COSU,CNYZH,ROCND,CNSHA,CB22;
COSU,CNYZH,ROCND,,
MAEU,GBGRG,INENR,NLRTM,;
MSCU,CNTXG,ITCVV,CNNGB;ITGIT,;;
COSU,CNZUH,SADMM,CNNSA,;MEX
COSU,CNZUH,SADMM,CNSHK,;MEX4
COSU,CNZHE,EGSOK,,RES2
MAEU,GBLGP,BRSSZ,,
MAEU,GBLGP,BRSSZ,MAPTM,;
MSCU,INMUN,BRMAO,NLRTM;PACTB,;;
COSU,DEHAM,CNNSA,,
COSU,CNZQG,NZAKL,CNSHK,;
COSU,CNZQG,NZAKL,HKHKG,;JKN
MAEU,IDSUB,GBFXT,MYTPP,;
MSCU,BEANR,USHOU,,
ZIMU,ROCND,EGALY,,LBX
OOLU,DEWVN,CNXMN,,;LL1;
OOLU,DEWVN,CNXMN,DEHAM;KRPUS,;LL4;CIX3;
OOLU,DEWVN,CNXMN,DEHAM;MYPKG,;LL4;WM2;
OOLU,DEWVN,CNXMN,DEHAM,;LL3;
OOLU,DEWVN,CNXMN,MYPKG,;LL4;WM2;
CMDU,CAMTR,INNSA,USNYC,;INDAMEX
CMDU,CAMTR,INNSA,DEBRV,SL1;EPIC
COSU,DEWVN,CNYTN,,AEU1
COSU,DEWVN,CNYTN,,
COSU,CNZSN,GRSKG,HKHKG;GRPIR,;AEM1;AGT
COSU,CNZSN,GRSKG,CNNSA;GRPIR,;;AGT
MAEU,INENR,ARBUE,OMSLL;MAPTM,;;
MAEU,INENR,ARBUE,LKCMB;MAPTM,;;;
MSCU,INNSA,FIHEL,BEANR,;
COSU,ECGYE,MXZLO,,WSA2
COSU,CNZSN,SIKOP,CNSHK,;
COSU,CNZSN,SIKOP,HKHKG;GRPIR,;AEM1;AGT
COSU,CNZSN,SIKOP,CNNSA;GRPIR,;;AGT
MAEU,INHZA,MACAS,LKCMB;MAPTM,;;;CASABLANCA SERVICE
MSCU,CNSHK,SIKOP,,
COSU,IDSUB,AUMEL,SGSIN,GMI;AAA1
COSU,IDSUB,AUMEL,SGSIN,GMI;ASAL
COSU,IDSUB,AUMEL,SGSIN,GMI;AAA2
COSU,IDSUB,AUMEL,SGSIN,ITS;AAA2
COSU,IDSUB,AUMEL,MYPKG,GMI;AAA2
COSU,IDSUB,AUMEL,SGSIN,ITS;ASAL
COSU,IDSUB,AUMEL,MYPKG,GMI;ASAL
COSU,CNZUH,CAVAN,CNYTN,;EPNW
COSU,CNZUH,CAVAN,HKHKG,;CPNW
COSU,CNZUH,CAVAN,HKHKG,;OPNW
MAEU,ITGOA,USCHS,,
MSCU,CNSHK,HRRJK,,
COSU,IDSUB,ZACPT,SGSIN,GMI;WAX4
COSU,IDSUB,ZACPT,SGSIN,ITS;WAX4
COSU,IDSUB,ZACPT,SGSIN,GMI;ZAX2
COSU,IDSUB,ZACPT,SGSIN,ITS;ZAX2
COSU,CNZUH,EGSOK,CNNSA,;
COSU,CNZUH,EGSOK,CNSHK,;
COSU,CNZUH,EGSOK,CNSHK,;RES2
MAEU,ITNAP,NZTRG,MAPTM;SGSIN,;;
MSCU,GBLGP,AEJEA,,
COSU,INNSA,ESALG,,
COSU,DEBRV,SADMM,AEKHL,;MEX
COSU,DEBRV,SADMM,SAJED,IEX;
MAEU,KEMBA,LBBEY,OMSLL;EGPSE,;;
MSCU,CNTXG,USLAX,KRPUS,;
ZIMU,THLCH,USORF,,ZXB
ZIMU,THLCH,USORF,,ZNF
OOLU,DEWVN,IDJKT,SGSIN,;LL1;;
OOLU,DEWVN,IDJKT,SGSIN,;LL1;KTX3;
OOLU,DEWVN,IDJKT,DEHAM;MYPKG;SGSIN,;LL4;BSS;KTX3;
OOLU,DEWVN,IDJKT,DEHAM;SGSIN,;LL3;KTX3;
CMDU,CNGOM,ALDRZ,CNSHK;GRPIR,;BEX;
CMDU,CNGOM,ALDRZ,CNYTN;GRPIR,;NEWMEX2S;
CMDU,CNGOM,ALDRZ,CNYTN;GRPIR,;FAL7;
CMDU,CNGOM,ALDRZ,CNNSA;GRPIR,;FAL7;
CMDU,CNGOM,ALDRZ,HKHKG;GRPIR,;NEWMEX2S;
CMDU,CNGOM,ALDRZ,HKHKG;GRPIR,;FAL7;
COSU,INNSA,NZAKL,SGSIN,CIX3;NZS
COSU,INNSA,NZAKL,SGSIN,AS1;NZS
COSU,INNSA,NZAKL,SGSIN,CI1;NZS
COSU,INNSA,NZAKL,HKHKG,CI1;JKN
COSU,INNSA,NZAKL,CNSHA,CI1;
COSU,DEHAM,CNHUA,CNYTN,AEU5;
COSU,DEHAM,CNHUA,CNYTN,;
COSU,DEHAM,CNHUA,CNNSA,;
MAEU,KRPUS,EETLL,DEBRV,;
MSCU,CNTAO,PLGDN,,
COSU,JPUKB,AUMEL,CNSHA,SKS2;A3N
COSU,JPUKB,AUMEL,CNSHA,SKS2;A3C
COSU,JPUKB,AUMEL,CNSHA,SKS6;A3C
COSU,JPUKB,AUMEL,CNSHA,SKS6;A3N
COSU,DEHAM,CYLMS,GRPIR,;AGX
COSU,DEHAM,CYLMS,GRPIR,NET2;LGX1
MAEU,LKCMB,USEWR,,
MSCU,DEHAM,ZADUR,,
COSU,MYPEN,AUMEL,SGSIN,SF7;AAA2
COSU,MYPEN,AUMEL,SGSIN,SF7;AAA1
COSU,MYPEN,AUMEL,SGSIN,SF7;ASAL
COSU,MYPEN,AUMEL,SGSIN,KCM2;AAA1
COSU,MYPEN,AUMEL,SGSIN,KCM2;AAA2
COSU,MYPEN,AUMEL,SGSIN,KCM2;ASAL
COSU,MYPEN,AUMEL,MYPKG,;AAA2
COSU,MYPEN,AUMEL,MYPKG,;ASAL
COSU,DEHAM,DOCAU,,EWX
COSU,DEHAM,DOCAU,COCTG,EWX;EWX
MSCU,USHOU,PECLL,PACTB,;
COSU,MYPKG,FRLEH,CNNSA;FRFOS,PA1;
COSU,MYPKG,FRLEH,SGSIN;FRFOS,AGI;
COSU,MYPKG,FRLEH,SGSIN,AGI;AEU2
COSU,MYPKG,FRLEH,SGSIN;FRFOS,AGI;AEM1
COSU,MYPKG,FRLEH,SGSIN,AGI;AEU6
COSU,MYPKG,FRLEH,SGSIN;FRFOS,TCX;AEM1
COSU,MYPKG,FRLEH,SGSIN;FRFOS,TCX;
COSU,MYPKG,FRLEH,SGSIN,TCX;AEU2
COSU,MYPKG,FRLEH,SGSIN,TCX;AEU6
COSU,DEHAM,JPNGO,CNSHA,AEU1;
COSU,DEHAM,JPNGO,CNSHA,AEU3;SNG7
COSU,DEHAM,JPNGO,CNSHA,AEU5;SNG5
COSU,DEHAM,JPNGO,CNSHA,;SNG7
COSU,DEHAM,JPNGO,CNSHA,AEU2;SNG7
MAEU,PEPAI,GBSOU,PABLB;PAMIT,;;
MSCU,BEANR,MXVER,,
COSU,NLRTM,AUMEL,SGSIN,;AAA1
COSU,NLRTM,AUMEL,SGSIN,;AAA2
COSU,NLRTM,AUMEL,MYPKG,;AAA2
COSU,NLRTM,AUMEL,MYPKG,;ASAL
COSU,NLRTM,AUMEL,SGSIN,;ASAL
COSU,NLRTM,AUMEL,MYPKG,AEU2;AAA2
COSU,NLRTM,AUMEL,MYPKG,AEU2;ASAL
COSU,NLRTM,AUMEL,CNSHA,AEU3;A3C
COSU,NLRTM,AUMEL,CNNGB,AEU3;A3C
COSU,NLRTM,AUMEL,TWKHH,AEU5;A3N
COSU,DEHAM,TWKEL,CNSHA,AEU3;CTW2
COSU,DEHAM,TWKEL,TWTPE,AEU5
COSU,DEHAM,TWKEL,CNSHA,AEU5;CTW2
COSU,DEHAM,TWKEL,CNSHA,;CTW2
MSCU,CNNGB,ITTRS,,
OOLU,DKCPH,USNYC,DEHAM;DEBRV,;GBG1;GBC1;ATE1;
COSU,PABLB,COBUN,,WSA
COSU,PABLB,COBUN,,WSX
MAEU,SGSIN,IEDUB,MYTPP;NLRTM,;;
MSCU,CNNGB,FRFOS,,
CMDU,PHCEB,USCHS,SGSIN,;CJX
CMDU,PHCEB,USCHS,HKHKG,;
COSU,PHMNN,ITGOA,SGSIN,NP1;AEM1
COSU,PHMNN,ITGOA,SGSIN,NP1;
COSU,PHMNN,ITGOA,SGSIN;GRPIR,NP1;;AEM1
COSU,DEWVN,CNHUA,CNYTN,AEU1;
COSU,DEWVN,CNHUA,CNNSA,;
COSU,DEWVN,CNHUA,CNYTN,;
MAEU,THSGK,DEHAM,MYTPP,;
MSCU,DEHAM,AEJEA,,
COSU,PLGDN,JPOSA,CNSHA,AEU1;SKS2
COSU,DKAAR,USHOU,DEBRV,;EAG
MAEU,TWKEL,LVRIX,MYTPP;DEBRV,;;
MSCU,INNSA,ESBCN,,
COSU,SIKOP,JPTYO,CNSHA,;SKT7
COSU,SIKOP,JPTYO,CNSHA,;SKT2
COSU,SIKOP,JPTYO,GRPIR;CNSHA,AGT;;SKT7
COSU,SIKOP,JPTYO,GRPIR;CNSHA,AGT;;SKT2
COSU,SIKOP,JPTYO,GRPIR;CNSHA,AGT;AEM1;SKT2
COSU,DKCPH,USHOU,DEBRV,;EAG
MAEU,USMOB,ZACPT,BSFPO,;
COSU,THLCH,AEJEA,,AGI
COSU,DKFRC,USMIA,DEBRV,;EAG
COSU,DKFRC,USMIA,,EAG
COSU,DKFRC,USMIA,USCHS,EAG
COSU,DKFRC,USMIA,USSAV,TAE
MAEU,VNDAD,SIKOP,SGSIN,;
MSCU,CNTAO,AUMEL,SGSIN,;CAPRICORN SERVICE
MSCU,CNTAO,AUMEL,,
OOLU,ECPSJ,BEANR,,;EWX;
COSU,TRALI,ITAOI,,AGT
COSU,TRALI,ITAOI,GRPIR;ITSAL,AGT;NET2
COSU,TRALI,ITAOI,GRPIR,AGT;AGT
COSU,TRALI,ITAOI,GRPIR;ITSAL,AGX;NET2
COSU,TRALI,ITAOI,,AGX
COSU,ESALG,CNYTN,AEKHL,;
MSCU,CNTAO,BRSSZ,CNNGB,;IPANEMA SERVICE
MSCU,CNTAO,BRSSZ,KRPUS;DOCAU,;SANTANA SERVICE;
MSCU,CNTAO,BRSSZ,CNNGB;PTSIE,;LION SERVICE;
MSCU,CNTAO,BRSSZ,ESVLC,;
COSU,USORF,JPTYO,CNSHA,AWE2;SKT7
COSU,ESBCN,THLCH,MYPKG,;TCX
MAEU,BDCGP,USBNA,LKCMB;ESALG;USNTS;USCHS,;;;;;
MSCU,CNSHK,AEJEA,,
COSU,USORF,KRPUS,,AWE7
COSU,USORF,KRPUS,,AWE2
COSU,ESBCN,USNYC,,MENA
MAEU,BEANR,CDMAT,ESALG;CGPNR,;;
MSCU,BEANR,CLSAI,,
COSU,ESVLC,AUBNE,SGSIN,AEM1;ASAL
COSU,ESVLC,AUBNE,SGSIN,AEM1;AAA1
COSU,ESVLC,AUBNE,MYPKG,;ASAL
COSU,ESVLC,AUBNE,SGSIN,;ASAL
COSU,ESVLC,AUBNE,SGSIN,;AAA1
MAEU,BEANR,KRPUS,CNSHA,;
MAEU,BEANR,KRPUS,MAPTM,;
MSCU,CNYTN,ESBIO,PTSIE,LION SERVICE;
COSU,ZACPT,AUMEL,SGSIN,ZAX2;AAA1
COSU,ZACPT,AUMEL,SGSIN,ZAX2;AAA2
COSU,ZACPT,AUMEL,SGSIN,ZAX2;ASAL
COSU,ZACPT,AUMEL,SGSIN,WAX4;AAA1
COSU,ZACPT,AUMEL,SGSIN,WAX4;ASAL
COSU,ZACPT,AUMEL,SGSIN,WAX4;AAA2
COSU,ESVLC,GRPIR,,AEM1
COSU,ESVLC,GRPIR,,PNX
COSU,ESVLC,GRPIR,,
MAEU,CNDLC,MXZLO,JPYOK,;
MSCU,CNTXG,AUSYD,CNTAO,;
MSCU,CNTXG,AUSYD,SGSIN,;
ZIMU,TWKHH,USJAX,CNXMG,SA2;ZSA
ZIMU,TWKHH,USJAX,CNXMG,;ZSA
ZIMU,TWKHH,USJAX,KRPUS,;ZSA
ZIMU,TWKHH,USJAX,KRPUS,ZXB;ZSA
OOLU,ESVLC,USSAV,,;ATM1;
COSU,ESVLC,PKKHI,,MINA
MAEU,CNJMN,GBSOU,CNNSA;MYTPP;NLRTM,;;;
MSCU,BEANR,USORF,,
COSU,BRSSZ,DEHAM,,ESE
COSU,ESVLC,VNHPH,SGSIN,AEM1;NVX
COSU,ESVLC,VNHPH,MYPKG,;VJS
COSU,ESVLC,VNHPH,SGSIN,;VJS
MAEU,CNNGB,ARBUE,,
MAEU,CNNGB,ARBUE,PTSIE,;
MSCU,CNSHA,ESBCN,,
COSU,CNDLC,USLGB,CNTAO,CSE;CEN
COSU,CNDLC,USLGB,KRPUS,AK5;AAC4
COSU,CNDLC,USLGB,CNTAO;USLAX,AEU3;AAC2
COSU,CNDLC,USLGB,CNTAO,AEU3;CEN
COSU,CNDLC,USLGB,CNNGB,AEU3;AAC4
COSU,FIHEL,BRSSZ,DEHAM,;
COSU,FIHEL,BRSSZ,NLRTM,;
MAEU,CNNGB,BGVAR,TRAMR,;
MSCU,NLRTM,AEJEA,SAKAC,;
COSU,CNNGB,HNPCR,COCTG,CAX1;GCX
COSU,CNNGB,HNPCR,JMKIN,CAX1;GCX
COSU,FIHEL,CNTXG,PLGDN;SGSIN,PFX;AEU1;PA1
COSU,FIHEL,CNTXG,PLGDN;SGSIN,PFX;AEU1;CSE
COSU,FIHEL,CNTXG,DEHAM,;AEU3
COSU,FIHEL,CNTXG,PLGDN;SGSIN,;AEU1;CSE
COSU,FIHEL,CNTXG,PLGDN;SGSIN,;AEU1;PA1
MAEU,CNNGB,HNPCR,PABLB;PAMIT,AC3;;
MSCU,CNTXG,NLRTM,,
COSU,CNSHA,BRPNG,,ESA
COSU,CNSHA,BRPNG,,ESA2
COSU,FIHEL,PECLL,DEHAM,;EWX
COSU,FIHEL,PECLL,NLRTM,;EWX
MAEU,CNNSA,DOCAU,KRPUS;PABLB;PAMIT,;AC3;;
MAEU,CNNSA,DOCAU,HKHKG;PABLB;PAMIT,;AC3;;
MSCU,CNXMN,ILASH,SGSIN,;
OOLU,FIHEL,CLSAI,DEHAM,;GFS;EWX;
COSU,CNSHA,USMIA,,AWE7
COSU,FRFOS,AUSYD,SGSIN,AEM1;AAA2
COSU,FRFOS,AUSYD,SGSIN,AEM1;AAA1
COSU,FRFOS,AUSYD,SGSIN,AEM1;ASAL
COSU,FRFOS,AUSYD,MYPKG,;AAA2
COSU,FRFOS,AUSYD,MYPKG,;ASAL
MAEU,CNNTG,MXZLO,CNSHA,;
MSCU,DEHAM,INMUN,,
COSU,CNTXG,PLGDN,DEHAM;PLGDY,;PLX1
COSU,CNTXG,PLGDN,CNSHA,AEU3;AEU1
COSU,CNTXG,PLGDN,DEHAM;PLGDY,AEU3;PLX1
COSU,FRFOS,TWKEL,CNSHA,AEM1;CTW2
MAEU,CNSHA,NOBGO,DEBRV,;
MSCU,GBFXT,HKHKG,SGSIN,;IPANEMA SERVICE
COSU,FRLEH,CNTXG,SGSIN,AEM1;PA1
COSU,FRLEH,CNTXG,SGSIN,AEM1;CSE
COSU,FRLEH,CNTXG,CNSHA,AEM1;AEU3
COSU,FRLEH,CNTXG,MYPKG,;PA1
COSU,FRLEH,CNTXG,CNSHA,;AEU3
COSU,FRLEH,CNTXG,MYPKG,AEU2;PA1
MAEU,CNSHK,ITVCE,ITTRS,;
MSCU,INENR,ALDRZ,LKCMB;ITGIT,;;
COSU,CNXMN,NZAKL,SGSIN,RES2;NZS
COSU,CNXMN,NZAKL,HKHKG,A3S;
COSU,CNXMN,NZAKL,HKHKG,A3S;JKN
COSU,FRLEH,JOAQB,SAJED,;RES2
COSU,FRLEH,JOAQB,SAJED,;
COSU,FRLEH,JOAQB,SAJED,IEX;
COSU,FRLEH,JOAQB,SAJED,IEX;RES2
COSU,FRLEH,JOAQB,SAJED,AEU6;RES2
COSU,FRLEH,JOAQB,SAJED,AEU6;
COSU,FRLEH,JOAQB,,MINA
MAEU,CNTAO,TRMER,EGPSE,AE11;
MSCU,CNNGB,AUFRE,SGSIN,;CAPRICORN SERVICE
COSU,DOCAU,KRPUS,,CAX1
COSU,FRLEH,USSAV,,TAE
COSU,FRLEH,USSAV,,MENA
MAEU,CNTXG,BEANR,KRUSN;CNNGB,;;
MSCU,USORF,DEBRV,,
ZIMU,USHOU,CLSAI,JMKIN,CGX;ZCX
OOLU,FIKTK,PTLIS,NLRTM,;;NIX1;
CMDU,CNSHK,PABLB,,PEX2
COSU,ESALG,CNSHA,AEJEA,;
COSU,GBFXT,SGSIN,,AEU1
MAEU,CNXMN,MXLZC,KRPUS,;
MSCU,INMUN,DEHAM,,
COSU,ESALG,JPUKB,AEJEA;CNSHA,;;SKS6
COSU,GBFXT,TRIST,GRPIR;TRHAY,;
COSU,GBFXT,TRIST,TRHAY,
COSU,GBFXT,TRIST,GRPIR;MASFI,;AGT
MAEU,CNXMN,PABLB,KRPUS,;AC3
MSCU,TWTXG,ESBIO,CNNGB;PTSIE,TAIWAN - NINGBO FEEDER SERVICE;LION SERVICE;
COSU,ESVLC,NZAKL,SGSIN,AEM1;NZS
COSU,ESVLC,NZAKL,MYPKG,;NZS
COSU,ESVLC,NZAKL,SGSIN,;NZS
COSU,GBLGP,BRSSZ,,ESE
COSU,GBLGP,BRSSZ,NLRTM,;
MSCU,IDJKT,COBUN,KRPUS,;ANDES EXPRESS SERVICE
COSU,ESVLC,NZWLG,SGSIN,AEM1;NZS
COSU,ESVLC,NZWLG,MYPKG,;NZS
COSU,ESVLC,NZWLG,SGSIN,;NZS
COSU,GRPIR,ILHFA,,NET2
MAEU,ESALG,SNDKR,,
MSCU,TRIZM,GBLGP,,
COSU,FIHEL,USNYC,DEBRV,;TAE
COSU,FIHEL,USNYC,NLRTM,;TAE
COSU,GRSKG,FIHEL,GRPIR;DEHAM,;NET2;
MAEU,ESVLC,CNTAO,,AE11
MSCU,CNYTN,AUFRE,SGSIN,;CAPRICORN SERVICE
ZIMU,USORF,THBKK,SGSIN,ZNF;ITS
OOLU,FRFOS,CNSHA,,;WM1;
OOLU,FRFOS,CNSHA,CNNGB,;WM1;
OOLU,FRFOS,CNSHA,,;WM2;
OOLU,FRFOS,CNSHA,CNNGB,;WM2;
COSU,IDJKT,CAVAN,CNSHA,CKI;CPNW
COSU,IDJKT,CAVAN,CNSHA,CTI1;CPNW
MAEU,FIHEL,ZADUR,DEBRV,;
MSCU,CNNGB,COBUN,,ANDES EXPRESS SERVICE
CMDU,ITNAP,AUBNE,MTMLA;AUMEL,TYRREX;NEWMO;A3C
CMDU,ITNAP,AUBNE,ITGOA;SGSIN,;NEWMEX2S;
COSU,IDJKT,SGSIN,,CSE
COSU,IDJKT,SGSIN,,ASAL
COSU,IDJKT,SGSIN,,CIT
COSU,IDJKT,SGSIN,,IHX
COSU,IDJKT,SGSIN,,MTS
COSU,HKHKG,CLSAI,,WSA
MAEU,GBFXT,PKQCT,OMSLL,;
MAEU,GBFXT,PKQCT,ESALG,;
MSCU,BEANR,NZAKL,AUSYD,;
MSCU,BEANR,NZAKL,SGSIN,LION SERVICE;
COSU,INMUN,HRRJK,GRPIR;SIKOP,MINA;AGT
COSU,INMUN,HRRJK,GRPIR,MINA;PRS
COSU,HKHKG,GBFXT,CNYTN,ZB71;AEU1
COSU,HKHKG,GBFXT,CNYTN,ZB71;AEU5
COSU,HKHKG,GBFXT,CNYTN;GBSOU,ZB71;AEU6
MAEU,GBLGP,INMUN,SAJED,;
MSCU,INENR,NLRTM,LKCMB,;
MSCU,INENR,NLRTM,,
COSU,INMUN,NZAKL,SGSIN,PMX;NZS
COSU,INMUN,NZAKL,CNSHA,PMX;
COSU,INMUN,NZAKL,HKHKG,AIS;JKN
COSU,INMUN,NZAKL,SGSIN,AGI;NZS
COSU,INMUN,NZAKL,SGSIN,AS1;NZS
COSU,INMUN,NZAKL,CNSHA,AS1;
COSU,HKHKG,HRRJK,CNSHK;SIKOP,;
COSU,HKHKG,HRRJK,CNSHK,;
COSU,HKHKG,HRRJK,GRPIR,;AGT
COSU,HKHKG,HRRJK,GRPIR,;PRS
COSU,HKHKG,HRRJK,GRPIR;SIKOP,;AGT
COSU,HKHKG,HRRJK,GRPIR,AEM1;AGT
COSU,HKHKG,HRRJK,GRPIR,AEM1;PRS
COSU,HKHKG,HRRJK,GRPIR;SIKOP,AEM1;AGT
MAEU,GBLGP,JOAQB,SAJED,;
MSCU,CNYTN,AUBNE,,
COSU,INNSA,ITSAL,GRPIR,MINA;NET2
COSU,INNSA,ITSAL,GRPIR;ITNAP,MINA;PNX
COSU,HKHKG,NLRTM,CNYTN,ZB71;AEU5
COSU,HKHKG,NLRTM,CNYTN,ZB71;AEU6
COSU,HKHKG,NLRTM,CNYTN,ZB71;
COSU,HKHKG,NLRTM,CNYTN,ZB71;AEU2
COSU,HKHKG,NLRTM,,
MAEU,IDPNJ,FIHEL,MYTPP;DEBRV,;;
MSCU,DEBRV,USBAL,,
ZIMU,BRRIO,AWBAR,COCTG,GBS;NAX
ZIMU,BRRIO,AWBAR,COCTG,GSA;NAX
ZIMU,BRRIO,AWBAR,JMKIN,;PAP
OOLU,FRLEH,CNYTN,,;LL5;
OOLU,FRLEH,CNYTN,BEZEE,;LL3;
OOLU,FRLEH,CNYTN,,;LL4;
OOLU,FRLEH,CNYTN,BEZEE,;LL1;
COSU,INNSA,USOAK,SGSIN,AS1;SEA2
COSU,INNSA,USOAK,SGSIN,CI1;SEA2
COSU,INNSA,USOAK,SGSIN,CIX3;SEA2
COSU,INNSA,USOAK,CNNGB,AS1;AAC
COSU,INNSA,USOAK,VN7BR,CI1;AAC
MAEU,INMUN,AUMEL,LKCMB;MYTPP,;TP12;
MSCU,BEANR,USSAV,,
COSU,ITVCE,AUSYD,GRPIR;SGSIN,AGT;AEM1;AAA2
COSU,ITVCE,AUSYD,GRPIR;SGSIN,AGT;AEM1;ASAL
COSU,ITVCE,AUSYD,GRPIR;SGSIN,AGT;AEM1;AAA1
COSU,HNPCR,IEDUB,COCTG;BEANR,GCX;EWX;INX1
MAEU,INNSA,NZTRG,MYTPP,;
MSCU,CNSHA,ALDRZ,ITGIT,;
COSU,KHKOS,AEJEA,SGSIN,SHS2;
COSU,KHKOS,AEJEA,SGSIN,SHS2;MEX
COSU,KHKOS,AEJEA,SGSIN,SHS2;MEX4
COSU,KHKOS,AEJEA,SGSIN,SHS;AGI
COSU,HRRJK,AUSYD,MYPKG,;ASAL
COSU,HRRJK,AUSYD,MYPKG,;AAA2
COSU,HRRJK,AUSYD,GRPIR;SGSIN,PRS;AEM1;AAA2
COSU,HRRJK,AUSYD,GRPIR;SGSIN,PRS;AEM1;ASAL
COSU,HRRJK,AUSYD,GRPIR;SGSIN,PRS;AEM1;AAA1
COSU,HRRJK,AUSYD,GRPIR;SGSIN,AGT;AEM1;AAA2
COSU,HRRJK,AUSYD,GRPIR;SGSIN,AGT;AEM1;AAA1
MAEU,INTUT,USHOU,LKCMB;OMSLL,;;
MSCU,IDSUB,USLGB,KRPUS,;
MSCU,IDSUB,USLGB,VNVUT,;
MSCU,IDSUB,USLGB,SGSIN;VNVUT,;;
COSU,MXVER,TTPOS,JMKIN,BZX;ECX
COSU,HRRJK,CNYTN,GRPIR,PRS;
COSU,HRRJK,CNYTN,GRPIR,PRS;AEM1
COSU,HRRJK,CNYTN,GRPIR,AGT;
COSU,HRRJK,CNYTN,GRPIR,AGT;AEM1
MAEU,ITVDL,BRSSZ,MAPTM,;
MSCU,INMUN,GBFXT,,
COSU,MYPEN,USLGB,CNSHA,;CEN
COSU,MYPEN,USLGB,CNXMN,;AAC
COSU,MYPEN,USLGB,HKHKG,KCM2;SEA
COSU,HRRJK,ILASH,GRPIR,AGX;LGX1
COSU,HRRJK,ILASH,GRPIR,PRS;LGX1
COSU,HRRJK,ILASH,GRPIR,AGT;LGX1
