SCAC,POL,POD
CMDU,DEBRV,USCHS
CMDU,CNNGB,SIKOP
CMDU,TWKHH,USNYC
CMDU,CNNGB,BEANR
CMDU,CNSHA,GBSOU
CMDU,CNNGB,GBSOU
CMDU,IDSRG,COBUN
CMDU,CNSHA,GBFXT
CMDU,INNSA,USORF
CMDU,IDSRG,MXLZC
CMDU,SGSIN,CAHAL
CMDU,DEBRV,USSAV
CMDU,CNSHK,FRFOS
CMDU,CNSHA,AEJEA
CMDU,TWKHH,BEANR
CMDU,CNNGB,ALDRZ
CMDU,SGSIN,SIKOP
CMDU,CNSHA,MXLZC
CMDU,KHKOS,COBUN
CMDU,CNTAO,GBFXT
CMDU,CNYTN,BEANR
CMDU,KHPNH,USLAX
CMDU,CNSHA,ZAPLZ
CMDU,ESBCN,USNYC
CMDU,KHKOS,PECLL
CMDU,BDCGP,PLGDN
CMDU,IDSRG,PAMIT
CMDU,CNNGB,FIHEL
CMDU,CNNGB,GBFXT
CMDU,DEBRV,USNYC
CMDU,PHCEB,DEHAM
CMDU,HKHKG,USLGB
CMDU,CNNGB,USNYC
CMDU,CNNGB,ITGOA
CMDU,INMAA,USNYC
CMDU,CNSHK,ESVLC
CMDU,SGSIN,GRSKG
CMDU,IDJKT,PAMIT
CMDU,INNSA,USNYC
CMDU,CNSHA,FIHEL
CMDU,CNNGB,GRSKG
CMDU,CNTAO,USLAX
CMDU,CNNSA,FRLEH
CMDU,IDJKT,CLSAI
CMDU,IDJKT,COBUN
CMDU,CNSHK,MXLZC
CMDU,CNNGB,FRURO
CMDU,CNNGB,HRRJK
CMDU,CNSHA,ALDRZ
CMDU,CNTAO,GBSOU
CMDU,CNSHA,BRMAO
CMDU,BDCGP,IEDUB
CMDU,CNXMN,USLAX
CMDU,CNNSA,DEHAM
CMDU,KHKOS,BRSSZ
CMDU,INMAA,MXLZC
CMDU,CNSHK,ITGOA
CMDU,CNNGB,USSAV
CMDU,DEBRV,USORF
CMDU,INMUN,USSAV
CMDU,IDSRG,CLSAI
CMDU,KRPUS,USLAX
CMDU,CNNKG,NLRTM
CMDU,CNTAO,FRLEH
CMDU,CNSHA,ITGOA
CMDU,HKHKG,DEHAM
CMDU,CNYTN,ITGOA
CMDU,CNSHK,HRRJK
CMDU,CNSHA,HRRJK
CMDU,DEBRV,CAMTR
CMDU,VNVUT,PAMIT
CMDU,VNHPH,DEHAM
CMDU,CNTAO,SIKOP
CMDU,SGSIN,FRLEH
CMDU,CNSHK,GRSKG
CMDU,CNSHA,INMAA
CMDU,CNTXG,PLGDN
CMDU,CNTAO,ALDRZ
CMDU,BDCGP,USSAV
CMDU,CNNGB,CAPRR
CMDU,CNYTN,BRSSZ
CMDU,ITGOA,CAMTR
CMDU,TWKHH,FRLEH
CMDU,CNNGB,ESBIO
CMDU,CNSHA,BRSSZ
CMDU,CNSHK,AEJEA
CMDU,FRFOS,USNYC
CMDU,CNNGB,FRFOS
CMDU,CNSHA,DKFRC
CMDU,CNSHA,USNYC
CMDU,IDJKT,USLAX
CMDU,IDSRG,PECLL
CMDU,SGSIN,ROCND
CMDU,CNYTN,FRDKK
CMDU,CNTXG,BEANR
CMDU,INMUN,USORF
CMDU,HKHKG,CAVAN
CMDU,TWKHH,USSAV
CMDU,VNSGN,BRSSZ
CMDU,CNSHA,FRDKK
CMDU,CNTAO,DKFRC
CMDU,CNSHA,IEDUB
CMDU,NLRTM,AUSYD
CMDU,PKBQM,MXLZC
CMDU,BEANR,CAMTR
CMDU,CNYTN,USNYC
CMDU,BDCGP,USLAX
CMDU,CNYTN,FIHEL
CMDU,TRALI,DEHAM
CMDU,VNHPH,USLGB
CMDU,CLSAI,GBLGP
CMDU,GBLGP,AUSYD
CMDU,SGSIN,PLGDN
CMDU,HKHKG,USSAV
CMDU,VNVUT,USSAV
CMDU,BDCGP,FIHEL
CMDU,CNSHK,ROCND
CMDU,CNXMN,SIKOP
CMDU,HKHKG,NLRTM
CMDU,BEANR,BRSSZ
CMDU,CNYTN,COBUN
CMDU,BDCGP,PAMIT
CMDU,PHMNL,USLAX
CMDU,USHOU,BRMAO
CMDU,HKHKG,SIKOP
CMDU,ITSPE,AUMEL
CMDU,CNTAO,ITGOA
CMDU,CNSHA,GRSKG
CMDU,CNTAO,BEANR
CMDU,VNVUT,USNYC
CMDU,DEHAM,AUMEL
CMDU,CNNGB,ROCND
CMDU,CNTXG,ALDRZ
CMDU,VNVUT,NLRTM
CMDU,CNYTN,USOAK
CMDU,USMIA,ITLIV
CMDU,KHKOS,CLSAI
CMDU,INNSA,DEHAM
CMDU,CNNGB,GBLIV
CMDU,ITNAP,AUMEL
CMDU,CNTXG,NLRTM
CMDU,SGSIN,BEANR
CMDU,CLSAI,USNYC
CMDU,CNNGB,ESBCN
CMDU,CNTAO,FIHEL
CMDU,THLCH,USSAV
CMDU,CNSHA,ESBCN
CMDU,CNYTN,IEDUB
CMDU,SGSIN,USLAX
CMDU,CNXMN,ITGOA
CMDU,IDJKT,BEANR
CMDU,CNTAO,HRRJK
CMDU,USLAX,JPUKB
CMDU,TWTPE,DEHAM
CMDU,HKHKG,ROCND
CMDU,CNNGB,USOAK
CMDU,MMRGN,MXLZC
CMDU,CNYTN,DKFRC
CMDU,KRPUS,SIKOP
CMDU,VNSGN,ITGOA
CMDU,CNSHK,PAMIT
CMDU,USOAK,JPYOK
CMDU,VNVUT,USORF
CMDU,CNDLC,PLGDN
CMDU,CNSHK,BRSSZ
CMDU,CNTXG,ITGOA
CMDU,CNNGB,DKFRC
CMDU,CNSUD,NLRTM
CMDU,CNYTN,PTSET
CMDU,FRLEH,USNYC
CMDU,DEHAM,CLSAI
CMDU,USLAX,JPYOK
CMDU,VNSGN,PABLB
CMDU,BRIOA,GBLGP
CMDU,PKBQM,PECLL
CMDU,CNXMN,FRLEH
CMDU,CNYTN,ESBIO
CMDU,ESALG,AUMEL
CMDU,BEANR,AUMEL
CMDU,CNSHA,INNSA
CMDU,PKBQM,PAMIT
CMDU,CNNGB,IEDUB
CMDU,NLRTM,MYPKG
CMDU,CNXMN,GBFXT
CMDU,DEBRV,INNSA
CMDU,CNSHA,USSEA
CMDU,NLRTM,BRSSZ
CMDU,VNVUT,USCHS
CMDU,KHKOS,PAMIT
CMDU,FRFOS,AUMEL
CMDU,INTUT,GBLIV
CMDU,CNTAO,TRMER
CMDU,HKHKG,FRFOS
CMDU,CNSHA,EETLL
CMDU,CNZSN,NLRTM
CMDU,INNSA,ESBCN
CMDU,KRPUS,USLGB
CMDU,VNHPH,USLAX
CMDU,DEHAM,EGEDK
CMDU,USMIA,GRPIR
CMDU,BEANR,USNYC
CMDU,HKHKG,GBSOU
CMDU,USMSY,BEANR
CMDU,EGDAM,AEJEA
CMDU,CNSHA,ESVLC
CMDU,CNSHA,BRIOA
CMDU,CNTXG,GBBEL
CMDU,CNDLC,NLRTM
CMDU,CNNGB,EETLL
CMDU,DEHAM,MACAS
CMDU,VNHPH,BRSSZ
CMDU,CNSHA,USCHS
CMDU,CNXMN,BEANR
CMDU,CNYTN,PECLL
CMDU,DEHAM,ARBUE
CMDU,HKHKG,FRLEH
CMDU,NLRTM,CAMTR
CMDU,BDCGP,FRDKK
CMDU,CNNGB,LVRIX
CMDU,CNTXG,GBSOU
CMDU,CNYTN,USLGB
CMDU,INMAA,PECLL
CMDU,MYPKG,GBFXT
CMDU,TRAMB,NLRTM
CMDU,MYPKG,USLAX
CMDU,CNNGB,TRAMB
CMDU,CNSHA,GBBEL
CMDU,CNNSA,NLRTM
CMDU,ITNAP,AUSYD
CMDU,VNHPH,NLRTM
CMDU,VNSGN,SIKOP
CMDU,CNTXG,HRRJK
CMDU,BRSSZ,NLRTM
CMDU,CNYTN,FRFOS
CMDU,VNSGN,FRFOS
CMDU,CNTAO,GRSKG
CMDU,USORF,DEBRV
CMDU,VNSGN,ITTRS
CMDU,BEANR,AUBNE
CMDU,MMRGN,PECLL
CMDU,SIKOP,JPTYO
CMDU,VNVUT,USOAK
CMDU,CNTAO,ROCND
CMDU,NLRTM,CNSHA
CMDU,CNSHA,USOAK
CMDU,CNSHA,TRAMB
CMDU,KHPNH,VNSGN
CMDU,BRNAT,GBLGP
CMDU,CNYTN,CLSAI
CMDU,USOAK,INNSA
CMDU,BEANR,AUSYD
CMDU,CNNSA,FRFOS
CMDU,CNSHA,DKCPH
CMDU,TWTPE,NLRTM
CMDU,USORF,INNSA
CMDU,HKHKG,BEANR
CMDU,LTKLJ,CLSAI
CMDU,TRALI,ESVLC
CMDU,CNNGB,FRDKK
CMDU,INMAA,COBUN
CMDU,VNSGN,PLGDN
CMDU,CNNSA,USLAX
CMDU,CNTAO,CAVAN
CMDU,ESVLC,USNYC
CMDU,INNSA,ESVLC
CMDU,TWKHH,CAVAN
CMDU,BDCGP,BRNVT
CMDU,BEANR,CNSHA
CMDU,TWKHH,NLRTM
CMDU,TWKHH,USMIA
CMDU,HKHKG,BRMAO
CMDU,ITGOA,USSAV
CMDU,DEBRV,MXATM
CMDU,SGSIN,FRDKK
CMDU,CNTXG,SIKOP
CMDU,VNHPH,GBSOU
CMDU,CNNGB,PECLL
CMDU,CNYTN,ALDRZ
CMDU,INMUN,DEHAM
CMDU,VNVUT,PLGDN
CMDU,CNSHA,NOOSL
CMDU,CNTAO,GBBEL
CMDU,IDJKT,DKFRC
CMDU,IDSRG,GBTEE
CMDU,ITNAP,NZAKL
CMDU,NLRTM,USNYC
CMDU,BRFOR,GBLGP
CMDU,CNSHA,ESBIO
CMDU,CNZSN,DEHAM
CMDU,DEHAM,COCTG
CMDU,THBKK,ITGOA
CMDU,USOAK,JPUKB
CMDU,ITGOA,CNSHA
CMDU,USCHS,THLCH
CMDU,TRALI,NLRTM
CMDU,CNNKG,DEHAM
CMDU,NZNSN,GBLGP
CMDU,ITLIV,USNYC
CMDU,KRPUS,USHOU
CMDU,NLRTM,KRPUS
CMDU,CNTAO,TRGEB
CMDU,CNYTN,USSEA
CMDU,IDSUB,USORF
CMDU,INTUT,NLRTM
CMDU,BEANR,NZAKL
CMDU,BEANR,USCHS
CMDU,VNVUT,CAVAN
CMDU,CNTAO,ESBIO
CMDU,INMAA,PAMIT
CMDU,PKBQM,ESVLC
CMDU,CNXMN,FIHEL
CMDU,INNSA,USSAV
CMDU,CNZHE,TRGEB
CMDU,CNSHK,COBUN
CMDU,CNSHK,PECLL
CMDU,TWKHH,DKFRC
CMDU,CNXMN,ALDRZ
CMDU,ITGOA,EGALY
CMDU,FRLEH,AUMEL
CMDU,TRALI,MACAS
CMDU,VNVUT,CLSAI
CMDU,MMRGN,COBUN
CMDU,CNTAO,LVRIX
CMDU,CNYTN,CAHAL
CMDU,USLAX,CNSHA
CMDU,CNTXG,DKFRC
CMDU,ITVCE,AUMEL
CMDU,MMRGN,CLSAI
CMDU,PHCEB,USCHS
CMDU,THLCH,DEHAM
CMDU,VNHPH,PLGDN
CMDU,VNHPH,ESBCN
CMDU,CLSAI,GBLIV
CMDU,ITNAP,AUBNE
CMDU,JPTYO,USLAX
CMDU,KRPUS,GBFXT
CMDU,CNSHA,LTKLJ
CMDU,CNXMN,CAVAN
CMDU,CNNSA,ALDRZ
CMDU,TRIZT,USNYC
CMDU,CNXMN,GBLIV
CMDU,IEORK,USHOU
CMDU,NZNSN,USNYC
CMDU,SGSIN,FRFOS
CMDU,USSAV,AUSYD
CMDU,CNDLC,MXLZC
CMDU,CNTXG,ITLIV
CMDU,CNYTN,ARBUE
CMDU,THSGK,DEHAM
CMDU,CNFOC,DEHAM
CMDU,VNSGN,ESVLC
CMDU,DEHAM,AUSYD
CMDU,GBLGP,AUMEL
CMDU,PKBQM,USSAV
CMDU,CNSHA,TRGEM
CMDU,CNTXG,FRFOS
CMDU,CNYTN,CAPRR
CMDU,HKHKG,USLAX
CMDU,IEORK,USCHS
CMDU,INMAA,DEHAM
CMDU,SGSIN,CLIQQ
CMDU,USCHS,INMAA
CMDU,VNHPH,USSAV
CMDU,CNSHA,LVRIX
CMDU,TWKHH,USSEA
CMDU,INNSA,GBSOU
CMDU,TRALI,ESBCN
CMDU,VNHPH,GBFXT
CMDU,AUADL,GBLGP
CMDU,CNYTN,GBTEE
CMDU,DEHAM,AUBNE
CMDU,KRPUS,COBUN
CMDU,CNTAO,DKCPH
CMDU,CNTXG,FIHEL
CMDU,VNVUT,USSEA
CMDU,DEHAM,ECGYE
CMDU,NLRTM,USORF
CMDU,CNDLC,FRLEH
CMDU,CNFOC,NLRTM
CMDU,CNSHA,GBLIV
CMDU,CNXMN,FRFOS
CMDU,VNSGN,CLARI
CMDU,VNSGN,TRGEM
CMDU,CNTAG,USSAV
CMDU,USORF,BEANR
CMDU,VNSGN,DEHAM
CMDU,COBUN,PECLL
CMDU,IEORK,EGALY
CMDU,MMRGN,BRSSZ
CMDU,PTLEI,BRSSZ
CMDU,VNHPH,CAHAL
CMDU,CNDLC,GBFXT
CMDU,CNSHA,BRPNG
CMDU,CNTAO,FIRAU
CMDU,INMAA,CLSAI
CMDU,NZTRG,USNYC
CMDU,CNDLC,BEANR
CMDU,CNTAO,ESBCN
CMDU,CNTAO,FRFOS
CMDU,FRFOS,CAMTR
CMDU,IDJKT,CAHAL
CMDU,VNUIH,FRFOS
CMDU,CNSHK,ESBCN
CMDU,CNTAO,FRMTX
CMDU,IDJKT,ARBUE
CMDU,IDJKT,PECLL
CMDU,VNVUT,GBFXT
CMDU,NOAES,VNSGN
CMDU,BDCGP,ITGOA
CMDU,CNDLC,TRAMB
CMDU,CNTAO,NOOSL
CMDU,USCHS,DEBRV
CMDU,VNSGN,INMAA
CMDU,CNXMN,ITSPE
CMDU,MMRGN,GBLIV
CMDU,PHMNL,CAVAN
CMDU,SGSIN,HRRJK
CMDU,CNTXG,ITVCE
CMDU,IDPNJ,USORF
CMDU,THBKK,DEHAM
CMDU,VNVUT,USLGB
CMDU,CNNGB,TRGEM
CMDU,CNSHA,COBUN
CMDU,CNTAO,TRAMB
CMDU,MYPKG,DEHAM
CMDU,VNSGN,FIHEL
CMDU,HKHKG,ITGOA
CMDU,TRALI,GBSOU
CMDU,TWKHH,DEHAM
CMDU,VNHPH,USCHS
CMDU,CNNGB,FRBAS
CMDU,CNSHA,CLSAI
CMDU,CNTSN,BRMAO
CMDU,DEHAM,MYPKG
CMDU,ITGOA,CNTXG
CMDU,MXZLO,COBUN
CMDU,TRALI,BEANR
CMDU,CNTAO,CAPRR
CMDU,CNTXG,GBFXT
CMDU,DEHAM,CNSHA
CMDU,ITGOA,INNSA
CMDU,CNSHA,USMIA
CMDU,CNTAO,TRIZM
CMDU,ITGOA,USHOU
CMDU,USLAX,NLRTM
CMDU,CLSAI,USOAK
CMDU,CNFOC,GBFXT
CMDU,CNXMN,HRRJK
CMDU,DEHAM,LBBEY
CMDU,USMIA,GBSOU
CMDU,BEANR,ARBUE
CMDU,CNNKG,GBLIV
CMDU,CNTAO,DEBRV
CMDU,CNTXG,ROCND
CMDU,KHKOS,USLAX
CMDU,VNHPH,USNYC
CMDU,CNNGB,LTKLJ
CMDU,CNNGB,USSEA
CMDU,VNVUT,USHOU
CMDU,CNTAO,EETLL
CMDU,IDSRG,ESVLC
CMDU,ITNAP,AUFRE
CMDU,TRAMB,UYMVD
CMDU,VNSGN,ROCND
CMDU,CNTXG,ESBCN
CMDU,CNXMN,ROCND
CMDU,ITGOA,USORF
CMDU,PHCGY,ESVGO
CMDU,PKBQM,USORF
CMDU,SGSIN,NLRTM
CMDU,THBKK,GBFXT
CMDU,VNSGN,GRSKG
CMDU,CNSHK,ALDRZ
CMDU,ITRAN,EGEDK
CMDU,VNHPH,CLSAI
CMDU,CNTAO,IEDUB
CMDU,EETLL,USORF
CMDU,FRMRS,USHOU
CMDU,NLRTM,EGEDK
CMDU,VNHPH,BEANR
CMDU,CNSHA,GBGRG
CMDU,CNTAO,GBLIV
CMDU,CNYTN,FIRAU
CMDU,CNTAO,ESVLC
CMDU,INNSA,ITGOA
CMDU,PHCGY,DEHAM
CMDU,TWKHH,FIHEL
CMDU,CNTAO,IEORK
CMDU,DEHAM,PECLL
CMDU,MMRGN,PAMIT
CMDU,PHCEB,COBUN
CMDU,SEGOT,BRSSZ
CMDU,USORF,NLRTM
CMDU,CNSHK,ZADUR
CMDU,CNTAO,ITSPE
CMDU,FIHEL,INNSA
CMDU,CASJB,AUSYD
CMDU,CNTXG,USLAX
CMDU,INNSA,USOAK
CMDU,VNVUT,SADMM
CMDU,CNSHA,FIRAU
CMDU,CNSHK,BRMAO
CMDU,CNTAO,USSAV
CMDU,CNYTN,GRPIR
CMDU,INMUN,GBSOU
CMDU,INTUT,DEHAM
CMDU,KHKOS,DEHAM
CMDU,VNVUT,GBTEE
CMDU,CNNGB,COBUN
CMDU,CNYTN,NOOSL
CMDU,COSMR,BEANR
CMDU,IEDUB,CNSHA
CMDU,INMUN,USNYC
CMDU,SAJED,BEANR
CMDU,THLCH,BEANR
CMDU,BDCGP,FRLEH
CMDU,CNTAO,DEWVN
CMDU,HKHKG,USNYC
CMDU,CNSHK,BRNVT
CMDU,CNWUH,ALDRZ
CMDU,CNXMN,GBSOU
CMDU,DEBRV,MXVER
CMDU,INNSA,USLAX
CMDU,JPUKB,NLRTM
CMDU,TWKHH,SIKOP
CMDU,VNSGN,ESBCN
CMDU,CNNKG,PLGDN
CMDU,CNSHK,TRAMB
CMDU,CNXMN,DKFRC
CMDU,CNYTN,USCHS
CMDU,PECLL,GBLGP
CMDU,PHCEB,MXLZC
CMDU,SEGOT,USCHS
CMDU,TRALI,FRLEH
CMDU,CNXMN,USSAV
CMDU,MXVER,PRSJU
CMDU,USLGB,VNVUT
CMDU,CNTAO,TRIZT
CMDU,FRFOS,REPDG
CMDU,MYPEN,USCHS
CMDU,PKBQM,CLSAI
CMDU,PKBQM,CLVAP
CMDU,TWKHH,PLGDN
CMDU,USMIA,SGSIN
CMDU,VNVUT,PABLB
CMDU,BEANR,CLSAI
CMDU,DEHAM,KRPUS
CMDU,DEWVN,MYPKG
CMDU,INMUN,BEANR
CMDU,INNSA,CAMTR
CMDU,ITGOA,USMIA
CMDU,NOFRK,USORF
CMDU,PLGDY,AUMEL
CMDU,TWTPE,GBFXT
CMDU,VNHPH,FRFOS
CMDU,VNSGN,DEWVN
CMDU,ZADUR,INNSA
CMDU,CNSHA,GTPRQ
CMDU,INNSA,TRAMB
CMDU,MAAGA,GBLGP
CMDU,MMRGN,PLGDN
CMDU,MXATM,BEANR
CMDU,TRALI,ITGOA
CMDU,BEANR,MACAS
CMDU,CNSHA,USBOS
CMDU,CNSUD,DEHAM
CMDU,CNSUD,FRLEH
CMDU,CNXMN,IEDUB
CMDU,ITGOA,AEJEA
CMDU,ITGOA,MXVER
CMDU,NLRTM,AEJEA
CMDU,PHCEB,USLAX
CMDU,PTLEI,USHOU
CMDU,THLCH,PAMIT
CMDU,USMIA,ESBCN
CMDU,USSAV,AUMEL
CMDU,USSAV,DEBRV
CMDU,BEANR,MXATM
CMDU,CNNGB,AEJEA
CMDU,CNNGB,GBTEE
CMDU,CNTAO,LTKLJ
CMDU,CNTXG,ESBIO
CMDU,CNTXG,ITSPE
CMDU,CNTXG,TRMER
CMDU,CNXMN,GRSKG
CMDU,DEBRV,USMIA
CMDU,DEHAM,DZALG
CMDU,DEHAM,GTPBR
CMDU,DEHAM,HKHKG
CMDU,MXVER,DOCAU
CMDU,TRALI,PLGDN
CMDU,BEANR,USHOU
CMDU,CLSAI,DEHAM
CMDU,CNJMN,GBFXT
CMDU,CNSHA,GBTEE
CMDU,CNYTN,EETLL
CMDU,DEHAM,EGALY
CMDU,FIHEL,KRPUS
CMDU,INMUN,ALDRZ
CMDU,SAJED,USNYC
CMDU,THBKK,NLRTM
CMDU,THLCH,GBSOU
CMDU,TWKHH,GBGRG
CMDU,VNDAD,SIKOP
CMDU,BEANR,MXVER
CMDU,BEANR,MYPKG
CMDU,CNNSA,USLGB
CMDU,CNTAG,USLGB
CMDU,CNTAO,BRNVT
CMDU,CNYTN,BRRIO
CMDU,JPOSA,DEHAM
CMDU,MYPKG,DKFRC
CMDU,USNYC,AUMEL
CMDU,USORF,CNSHA
CMDU,BEANR,USORF
CMDU,CAMTR,NLRTM
CMDU,CNNGB,DKCPH
CMDU,CNNGB,SEGOT
CMDU,CNSHA,ITSPE
CMDU,CNSHA,PECLL
CMDU,IDJKT,CAVAN
CMDU,IEDUB,CAMTR
CMDU,IEORK,CAMTR
CMDU,JPUKB,USLAX
CMDU,NZNPE,USNYC
CMDU,USBAL,COCTG
CMDU,BEANR,EGEDK
CMDU,CNNGB,PLSZZ
CMDU,CNWUH,BRSSZ
CMDU,CNYTN,LVRIX
CMDU,KEMBA,GBSOU
CMDU,USOAK,JPTYO
CMDU,CNDLC,HRRJK
CMDU,CNNKG,FRLEH
CMDU,CNYTN,USORF
CMDU,CRPMN,GBLGP
CMDU,ITGOA,USLAX
CMDU,VNSGN,ALDRZ
CMDU,CNSHA,TRGEB
CMDU,CNZSN,FRLEH
CMDU,DEHAM,TWKHH
CMDU,FIHEL,USCHS
CMDU,FIHEL,USNYC
CMDU,JPYOK,USNYC
CMDU,TRALI,AEJEA
CMDU,TWKHH,USBAL
CMDU,VNHPH,ROCND
CMDU,CNSHA,USORF
CMDU,CNTAO,NOFRK
CMDU,FRFOS,USHOU
CMDU,IDJKT,GBSOU
CMDU,PTLEI,USNYC
CMDU,THLCH,ALDRZ
CMDU,THLCH,USCHS
CMDU,USSAV,NLRTM
CMDU,BEANR,COCTG
CMDU,CNTAO,COBUN
CMDU,CNTXG,USLGB
CMDU,CNYTN,GBGRG
CMDU,ITGOA,BRSSZ
CMDU,MMRGN,NLRTM
CMDU,VNSGN,NLRTM
CMDU,CNDLC,PECLL
CMDU,CNSHA,IEORK
CMDU,CNTXG,ITCTA
CMDU,GBSOU,USNYC
CMDU,ITNAP,AUADL
CMDU,ITVCE,AUBNE
CMDU,USCHS,BEANR
CMDU,CNDLC,ESBCN
CMDU,CNNGB,FIRAU
CMDU,CNTAO,BRSSZ
CMDU,CNTXG,TRAMB
CMDU,DEHAM,INNSA
CMDU,IDPNJ,ESVGO
CMDU,ITSPE,AUBNE
CMDU,VNHPH,ALDRZ
CMDU,CNDLC,SIKOP
CMDU,CNNGB,GBBEL
CMDU,CNNGB,ITSPE
CMDU,CNNSA,GBLIV
CMDU,CNYTN,GBLIV
CMDU,FRLEH,BRSSZ
CMDU,ITSPE,AUSYD
CMDU,USMIA,NLRTM
CMDU,VNVUT,DEWVN
CMDU,AUMEL,DKCPH
CMDU,BEANR,USSAV
CMDU,CNSHA,SEGOT
CMDU,CNTAO,FRDKK
CMDU,CNTAO,USLGB
CMDU,INNSA,NLRTM
CMDU,LTKLJ,PECLL
CMDU,PHGES,GBFXT
CMDU,VNSGN,AEJEA
CMDU,CAMTR,TWKHH
CMDU,CNJGZ,GBFXT
CMDU,CNNGB,ESVLC
CMDU,CNTXG,TRIZT
CMDU,CNWUH,DEHAM
CMDU,INMUN,NLRTM
CMDU,TRALI,AUMEL
CMDU,TWKHH,MXESE
CMDU,TWKHH,USTIW
CMDU,TWTPE,ESBIO
CMDU,VNHPH,SIKOP
CMDU,BEANR,AUFRE
CMDU,CAMTR,DEBRV
CMDU,CNSHA,TRIZT
CMDU,CNTAO,DKAAR
CMDU,CNTXG,GRSKG
CMDU,CNTXG,TRIZM
CMDU,BRIOA,FRBAS
CMDU,CNTAO,USSEA
CMDU,CNTXG,FRLEH
CMDU,CNXMN,BRNVT
CMDU,ECPSJ,NLRTM
CMDU,KRPUS,LTKLJ
CMDU,SGSIN,USSAV
CMDU,CNTXG,GBLIV
CMDU,CNXMN,ESVLC
CMDU,CNZAP,DEHAM
CMDU,INNSA,MXATM
CMDU,MYTPP,BEANR
CMDU,SIKOP,CNSHA
CMDU,USSAV,ROCND
CMDU,VNSGN,COBUN
CMDU,BEANR,BRPNG
CMDU,CNTAO,PTLEI
CMDU,CNTXG,FRMTX
CMDU,ESVLC,AUMEL
CMDU,IEDUB,GMBJL
CMDU,JPNGO,ROCND
CMDU,LTKLJ,USORF
CMDU,PKBQM,USNYC
CMDU,SGSIN,ALDRZ
CMDU,THLCH,PECLL
CMDU,TRALI,MQFDF
CMDU,TWKHH,ROCND
CMDU,USLAX,DEHAM
CMDU,CNNSA,PLGDN
CMDU,CNTAO,GBGRG
CMDU,CNXAO,DEHAM
CMDU,CNYZH,DEHAM
CMDU,IDPNJ,FIHEL
CMDU,IDSUB,ALDRZ
CMDU,ITVCE,AUSYD
CMDU,KRPUS,PLGDN
CMDU,KRPUS,ROCND
CMDU,MMRGN,BEZEE
CMDU,PEPAI,GBLGP
CMDU,PHCEB,CLSAI
CMDU,ROCND,USSAV
CMDU,SIKOP,SAJED
CMDU,VNSGN,GBTEE
CMDU,VNSGN,HRRJK
CMDU,BDCGP,BEANR
CMDU,BDCGP,USNYC
CMDU,BRSSZ,BEANR
CMDU,CNDLC,COBUN
CMDU,CNZSN,USBAL
CMDU,DEHAM,PKKHI
CMDU,ITGOA,AUMEL
CMDU,KEMBA,SAJED
CMDU,NLRTM,IDJKT
CMDU,NLRTM,USCHS
CMDU,PHDVO,QAHMD
CMDU,USHOU,DEBRV
CMDU,VNDAD,GBFXT
CMDU,VNHPH,ARBUE
CMDU,CAMTR,CNSHA
CMDU,CASJB,AUMEL
CMDU,CNDLC,ESVLC
CMDU,CNNGB,TRIZT
CMDU,CNTAO,BRIOA
CMDU,CNTAO,SEHEL
CMDU,CNTAO,USORF
CMDU,CNZUH,BEANR
CMDU,DEHAM,CYLMS
CMDU,PHCEB,PECLL
CMDU,SIKOP,JPKIJ
CMDU,THLCH,PLGDN
CMDU,USOAK,DEHAM
CMDU,VNHPH,USSEA
CMDU,CNFOC,BEANR
CMDU,CNLYG,NLRTM
CMDU,CNNGB,PTLEI
CMDU,ESVLC,USORF
CMDU,IEORK,DZALG
CMDU,JPUKB,GBFXT
CMDU,MYPKG,PLSZZ
CMDU,PKKHI,DEHAM
CMDU,THLCH,USNYC
CMDU,VNHPH,COBUN
CMDU,CNNGB,USMIA
CMDU,CNTXG,PLSZZ
CMDU,CNYTN,ZADUR
CMDU,INMUN,GBBEL
CMDU,JPNGO,SIKOP
CMDU,MXVER,TTPOS
CMDU,PHMNL,CAHAL
CMDU,THSGK,NLRTM
CMDU,USLAX,JPTYO
CMDU,VNVUT,NOOSL
CMDU,ZADUR,INHZA
CMDU,BDCGP,ESBCN
CMDU,CAVAN,HKHKG
CMDU,CLSAI,SESTO
CMDU,CNSHA,USHOU
CMDU,CNTAO,ITVCE
CMDU,CNTXG,LTKLJ
CMDU,CNWHI,NLRTM
CMDU,COBUN,CLSAI
CMDU,DEHAM,NZAKL
CMDU,DKFRC,SXPHI
CMDU,EGDAM,SAJED
CMDU,ESALG,NZAKL
CMDU,IDBLW,USLAX
CMDU,SGSIN,BRSSZ
CMDU,THLCH,CLSAI
CMDU,USHOU,NLRTM
CMDU,USLAX,TWKHH
CMDU,USORF,VNVUT
CMDU,BEANR,TRGEB
CMDU,CAHAL,CNTXG
CMDU,CAVAN,TWKHH
CMDU,CNLYG,DEHAM
CMDU,CNNGB,MXLZC
CMDU,CNNSA,HRRJK
CMDU,CNSHA,DKAAR
CMDU,IDSRG,CLIQQ
CMDU,INMAA,USSAV
CMDU,ITLIV,USORF
CMDU,MYPEN,USORF
CMDU,NLRTM,USMIA
CMDU,THBKK,NOLAR
CMDU,USORF,MYPEN
CMDU,USSAV,AUBNE
CMDU,ZACPT,CAMTR
CMDU,BDCGP,CLARI
CMDU,CNHUA,DEHAM
CMDU,CNNTG,FIHEL
CMDU,CNZSN,FRFOS
CMDU,COCTG,CLSAI
CMDU,DEHAM,VNSGN
